epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1,train_iou,val_iou,train_dice,val_dice,learning_rate,epoch_time_sec
26,0.45979646688852555,0.4761716109864852,0.9659680097530957,0.9649414922676742,0.700196132715181,0.6982236910458776,0.8041588692448014,0.7542099802348459,0.7262344722793689,0.702322984165037,0.605540879648322,0.5603114413164421,0.7262344769844457,0.702322988971436,2.955195934094537e-05,55.217779874801636
27,0.45112532873948413,0.47468603533857007,0.968189166142381,0.9646492191389403,0.7353101745014288,0.6962212499035665,0.8168172915606067,0.7560610535907321,0.7625305860650519,0.7026114802087593,0.641391912653205,0.5604171307487953,0.7625305909503252,0.7026114850177373,1.7294524633839014e-05,55.38905167579651
28,0.44591283588073194,0.4722071062116062,0.9684085479149359,0.9653154821956766,0.7253804314540955,0.7052882390116517,0.8298712558232609,0.7538276683436811,0.7618990486582101,0.708374277075458,0.6449752208380541,0.5661344852660534,0.7618990535147898,0.7083742819059664,8.317050813874547e-06,55.19707226753235
29,0.44298614122164554,0.4731758228119682,0.9685877897800452,0.966284770591577,0.7260889754730806,0.7183818319087326,0.8232401201766891,0.7390540093745949,0.7600877658371196,0.707797632345621,0.6374500887527181,0.5664102089817289,0.7600877707138977,0.7077976371752518,2.8405930810269197e-06,55.2407546043396
30,0.44151544398986375,0.4717920448850183,0.9694525523063371,0.9656812630447594,0.7388423623667381,0.7076261317131928,0.8354556697084302,0.7509726032829471,0.7682064298816303,0.7083378882933671,0.6505702558897614,0.5664741444863396,0.7682064347134858,0.708337893124786,0.0003,55.17636036872864
31,0.4846191278252846,0.5483865755445817,0.9593125612307727,0.9171197180654399,0.6630468843502906,0.43669928891770426,0.7946352476746407,0.9257216359032547,0.6946536539105684,0.5618989893738044,0.5650400057286132,0.4187535645352197,0.6946536586018844,0.5618989933641633,0.0002995391413931026,54.99203157424927
32,0.49328169465447086,0.4755936037091648,0.9563097220200668,0.964253462997128,0.6914125529827432,0.6935647403827567,0.7618323328558169,0.7390688700782445,0.69641556511817,0.687463461915106,0.5689837777060969,0.5465823205027157,0.6964155698314921,0.687463466656075,0.00029815940691897306,54.83346891403198
33,0.4775200843428954,0.46719532416147347,0.9610024232130692,0.9637392642451175,0.6962479568318674,0.6798741470262247,0.7740173798628021,0.7406169168121823,0.7085978061507374,0.6840554049205332,0.5824154855948301,0.5411621884344998,0.7085978109013055,0.6840554096952587,0.00029586930309945264,54.980180978775024
34,0.468172336044984,0.45743463056928974,0.9599042427845399,0.9673942117129963,0.7113483028668991,0.7662959100632655,0.7890407785430585,0.6896350908183768,0.729027197907216,0.7082076761626634,0.6031209372180544,0.564920407566131,0.7290272027179152,0.708207681008322,0.0002926829491861254,55.09174919128418
35,0.46977092392551595,0.449293076115496,0.9598433910271967,0.9649136300180379,0.7086393054255875,0.7012102300397371,0.7588272378680254,0.7595588697526806,0.7120386653456854,0.7078353216986422,0.5797212385092633,0.5639898770817147,0.7120386701531094,0.7078353265187742,0.0002886199901104373,55.13379430770874
36,0.4516988749114367,0.4922933052567875,0.9631505990639618,0.9602689369051971,0.7167916531471168,0.6667370504910998,0.7920444266194911,0.6734369617744475,0.730524482977273,0.6570607865922637,0.6058671302743345,0.518618120951504,0.7305244877588227,0.6570607914404559,0.00028370547536616097,55.191662549972534
37,0.43718426731916576,0.4603629892363268,0.9667764810415321,0.9630153880399724,0.7344127620032229,0.675161108031357,0.7887115859849636,0.7357061971086513,0.7470373025605007,0.6827007712409279,0.6250596051908429,0.5410549416869688,0.7470373074405696,0.6827007760448236,0.0002779697045709368,55.012458086013794
38,0.44246950611854213,0.4766259035643409,0.9634851920298948,0.9642208323759099,0.7273529777649644,0.7373168465313131,0.7786620653499433,0.6343886048142796,0.7353791776555005,0.6705166037907079,0.6077781406116356,0.5353034402032053,0.7353791824944524,0.6705166086238742,0.0002714480406590546,54.98161435127258
39,0.4447598633093712,0.4452190504354589,0.9636234992589613,0.9605211370131457,0.7155574629924251,0.6482060655263665,0.8004136777653488,0.7858798862837588,0.728191099024061,0.686858336797271,0.6049355381985588,0.5400537053315942,0.7281911037551306,0.6868583415550161,0.00026418069185720465,55.07307267189026
40,0.4314185463083096,0.43077339933199044,0.9643288270021005,0.9661852144727426,0.7120244306532225,0.6999399500035727,0.7754147933164883,0.725397658742452,0.7144580886209086,0.7040851714821016,0.5916681952202918,0.5612632125587607,0.7144580933384987,0.7040851764114292,0.00025621246378738883,55.23078107833862
41,0.4145766848172897,0.4331670543726753,0.9687066689515632,0.9661190743539754,0.7375939079051155,0.7248044134387672,0.7959452460913233,0.7241361436019681,0.7543357600058576,0.703077588564301,0.6351872474052442,0.562279997858804,0.7543357648699184,0.7030775933893423,0.0002475924832253625,55.23705816268921
42,0.4113144072202536,0.43471453207380634,0.9681664246779129,0.9638999116186909,0.7295054663424002,0.6841193885673953,0.7876265258041395,0.7600734259821943,0.7412968112056,0.6955605394183914,0.6194490522459227,0.5566497798506219,0.741296816030201,0.695560544175454,0.0002383738952177247,55.31931018829346
43,0.40580187250788397,0.43745435511364655,0.9695096260461958,0.9674243179022004,0.7428133398408525,0.7379029002731451,0.7944522963305407,0.722383326802065,0.7505839578343845,0.7117246855811528,0.6294604718421185,0.572954362361684,0.7505839626769285,0.711724690419541,0.0002286135354250343,55.36169505119324
44,0.4161591413311469,0.4484536612735075,0.9673180946936881,0.9609528522865352,0.7270795852455781,0.6807601326844732,0.7934345381241229,0.7674095960953197,0.7398182100116707,0.6997997002706542,0.6212770514181335,0.5594515560000158,0.7398182148058383,0.6997997050674184,0.0002183715797110622,55.051220178604126
45,0.4037534936498373,0.4445219022386214,0.966686285459069,0.9673938751220611,0.7231330184700187,0.7405613385567476,0.8183180100951682,0.6963816175427553,0.7516155567760827,0.6989429027457628,0.6269476152975216,0.5623484057492368,0.7516155616132225,0.6989429075654571,0.00020771117313858088,55.101577281951904
46,0.396948190453725,0.4260622972951216,0.9677991744799399,0.960678792467295,0.7484265074641423,0.6486569741277142,0.8206958770337053,0.8038833281560034,0.7720637157774701,0.7059099855552882,0.6513179443426665,0.565448380149226,0.7720637206808114,0.7059099903893078,0.0001966980406590546,55.16432452201843
47,0.38699824000016236,0.43175192527911244,0.9714527863722486,0.9652515112184917,0.7535754968505091,0.6987597948922664,0.8025611423257718,0.7446415087381283,0.7647672996576003,0.7098048685590949,0.6493699946737435,0.5708160616738324,0.7647673045395325,0.7098048734681736,0.00018540008189645783,54.96434760093689
48,0.38750250484698856,0.4350648688919404,0.9710290493109195,0.9638255250220112,0.7521610795216823,0.6784288840224404,0.8042868063659686,0.7682879327746682,0.767837306077977,0.7041848966672364,0.6485322936645525,0.56725745810948,0.7678373109905344,0.7041849014993395,0.00017388695252351449,55.11202573776245
49,0.38661242906863874,0.42784256531911735,0.971909070626274,0.9661825591442539,0.7853761615906795,0.7255775388899702,0.8092887277294469,0.7253123779832409,0.7854827939143026,0.7064248363679811,0.6679554540765624,0.5690676023622285,0.7854827988223066,0.7064248411921541,0.0001622296348113128,54.895270586013794
50,0.37978584443529445,0.4135659345809151,0.9718722074459668,0.9684491812014019,0.7724560751892502,0.7064660782699224,0.8026471509839822,0.7754044027575074,0.7772364913147306,0.7302661868884983,0.6617800260083958,0.5926347281668702,0.7772364962114165,0.7302661918009649,0.00015049999999999997,55.273916482925415
51,0.38042841374109954,0.42497750240213733,0.9723693652030655,0.9648897320616385,0.761744203527953,0.6844831122944719,0.8040447125385218,0.76572371784571,0.7695887063985142,0.7112671940979012,0.6519724163285449,0.5738682328397261,0.769588711288773,0.7112671989852425,0.00013877036518868718,55.093966007232666
52,0.3718462582582083,0.4244141894228318,0.9717527536245399,0.9687420340145243,0.7735129839315673,0.7771679089613366,0.818158634064478,0.6956673890771626,0.7846197195367476,0.7224224186825813,0.6719865053506707,0.5824181380837568,0.7846197244332829,0.7224224235774859,0.00012711304747648549,55.05048942565918
53,0.3612469558914502,0.42437663499046774,0.9741664544129888,0.9678861206652978,0.791382672499275,0.7455092976207617,0.8442468027057037,0.714379035761142,0.8087628593998801,0.719223956786043,0.6981799138440737,0.5821625994374804,0.8087628643256877,0.7192239616991242,0.00011559991810354213,55.1894633769989
54,0.3613403882735815,0.4231732040643692,0.9735755920410063,0.9694980546539812,0.7528200005931559,0.7766431096191858,0.8336076457167823,0.6875154110463297,0.7755731875410479,0.7177155656358384,0.6594676059957126,0.5814834298756475,0.7755731923850545,0.7177155705178903,0.00010430195934094535,55.35477948188782
55,0.3582355815630693,0.4299003911368987,0.9740037306761036,0.9673943800084639,0.7991059489738224,0.7538465501093896,0.8543864497323833,0.6944623772271428,0.8199390642227365,0.7069959033570951,0.707896777624012,0.5729534450307355,0.8199390691744352,0.7069959082104771,9.328882686141906e-05,55.334866762161255
56,0.35311054667601216,0.43245532758095684,0.9750344936664194,0.9687024284811488,0.7752969800141524,0.7877715138202865,0.8227159358953324,0.6707212517748949,0.7908405202286827,0.7104090940710913,0.6807561292301063,0.5759846393851462,0.7908405251600654,0.7104090989133144,8.262842028893775e-05,54.923089027404785
57,0.345399282204035,0.4227694430771996,0.9762896635593418,0.9694524652817578,0.7997653468343674,0.7714701442918349,0.8409298132126198,0.7124343664457783,0.8149537743107204,0.7260650608939859,0.7039935343309542,0.5915391621292114,0.8149537792696568,0.7260650657595662,7.238646457496564e-05,55.31043100357056
58,0.341226489115984,0.41045353342505064,0.9762115111717716,0.9697753681855952,0.7992714278772253,0.7537148782306871,0.8507159402472129,0.7384340270308694,0.8165113767296744,0.7375034776141444,0.710411713053098,0.6014529473319881,0.8165113816540126,0.7375034825462992,6.262610478227527e-05,55.20042943954468
59,0.3379645613141549,0.40928690135478973,0.9763888701414356,0.9692026587093485,0.8132643806710737,0.7511894441739185,0.8601689133976026,0.7400152694569284,0.8312084748497751,0.7364646611082425,0.7253371093668131,0.6010602545562274,0.8312084798113742,0.7364646660364769,5.3407516774637546e-05,55.18896532058716
60,0.33596777495665425,0.4063907011466868,0.9769254586635397,0.9698265487072422,0.8130616999122356,0.7569266783185864,0.8475554586077866,0.738017720826625,0.8275224987074895,0.7392825712681151,0.720905394958874,0.6049363918154937,0.8275225036882181,0.7392825762056523,4.478753621261114e-05,55.08845400810242
61,0.33310357997050655,0.40983374504482045,0.9774947655506528,0.9697032442279798,0.8257631672688708,0.7522568430840162,0.8592723799043603,0.7416039899026687,0.8383428656694104,0.7371424936905268,0.7335505359695086,0.6023327084657294,0.8383428706413795,0.7371424986150704,3.6819308142795366e-05,54.98306131362915
62,0.3295231460569761,0.4068717167657964,0.9777621122506855,0.970409879497444,0.8102787493782672,0.7561140563597152,0.8516490872382411,0.7444393076292113,0.827468213149607,0.7426095274105812,0.7256320098151923,0.608857442795089,0.8274682180597646,0.7426095323516204,2.955195934094537e-05,55.22645330429077
63,0.32644057331176907,0.40281566013308134,0.9777893041952967,0.96956969242469,0.8116528293446986,0.7395064669583831,0.8578868685557856,0.7690215251776366,0.8304218301317724,0.7459925453054733,0.7255689957054403,0.6116447284760514,0.8304218350994074,0.7459925502425528,2.3030295429063216e-05,55.086899518966675
64,0.3259688686483946,0.4065324506338905,0.9779935127649457,0.9700211356667819,0.8232922331576825,0.7576197420088622,0.8617312441398411,0.7393069085620269,0.8396443000535877,0.7384687546862302,0.733567717393689,0.6052423030193107,0.8396443050349932,0.7384687596065787,1.7294524633839014e-05,55.1653470993042
65,0.3225107206366001,0.4038313583416097,0.978436592297667,0.9695463928521756,0.8261355142400879,0.7482366612634915,0.8757485232629916,0.748030254710779,0.84665571215975,0.7390724706683113,0.7451785676790493,0.6060321948953845,0.8466557171292826,0.7390724755976636,1.238000988956263e-05,54.94324517250061
66,0.3191027924036368,0.40341707187540393,0.9786761112702104,0.9695874756457665,0.8170834633638392,0.7456042023152827,0.8520089498615598,0.7560699963172205,0.8304277400364396,0.742789468599071,0.7248084486058409,0.6092995035605911,0.8304277450054462,0.7427894735385151,8.317050813874547e-06,55.07691669464111
67,0.3197191304121262,0.40507061779499054,0.9787526375208051,0.9696889952117229,0.8136602076317723,0.7501598866064556,0.8495424579838559,0.7480238383475917,0.827220317262412,0.7406205056329954,0.7242696719944788,0.6071396960034232,0.8272203222252864,0.740620510568813,5.130696900547354e-06,55.44996452331543
68,0.3173921001263154,0.4056094218702877,0.9788539959834077,0.9698301951090402,0.828845136043314,0.7539190232903196,0.870874817848879,0.7432241001315616,0.8472479205674364,0.7399315834277481,0.745036450806992,0.6063779509136823,0.8472479255498544,0.7399315883620313,2.8405930810269197e-06,55.58224606513977
69,0.31647178588005215,0.4045474748401081,0.9790027324969858,0.9695777706071349,0.8305883022079517,0.7478674045286015,0.8616520119983855,0.7510767956022536,0.8431573072757264,0.7411288235336664,0.7417838913933772,0.6077879329130084,0.8431573122547684,0.7411288284704569,1.4608586068973694e-06,55.53055953979492
70,0.31695124287253773,0.4048006350503248,0.9789395821400085,0.9696001726038224,0.8049082965754807,0.7487548625817061,0.8577189962714143,0.7497051842862046,0.8262159128570655,0.7407642438402834,0.7213030906829347,0.6073997866767389,0.8262159178173809,0.7407642487760875,0.0003,55.55526614189148
71,0.3983526995930916,0.43410247301354127,0.9691019058227446,0.9661912170110871,0.7813249999198889,0.7485963123480283,0.7939298941032887,0.6893783844710868,0.7723261359205649,0.7026617268324298,0.652243689412246,0.5670743538025441,0.7723261408040311,0.7026617316870487,0.0002998847409179881,55.43105697631836
72,0.39038789979158306,0.4321524009985082,0.9702540055299324,0.9693780225865889,0.7738448836573506,0.7682995114772387,0.820325741456218,0.7135059234126316,0.7785889605897804,0.7215847822825073,0.6618294875165684,0.5868651082921382,0.7785889654389907,0.7215847871140016,0.0002995391413931026,55.29748845100403
73,0.37517865804525524,0.4083736232098411,0.9701015032254637,0.9662349364336708,0.770288848554364,0.6876873605676583,0.8052582292406263,0.8158774489233591,0.7731678525727133,0.7381538092185068,0.6533600522678196,0.5997091196512532,0.7731678574433949,0.7381538141136686,0.00029896373431476147,55.22650694847107
74,0.3846644878578492,0.40113568919546466,0.9721213120680496,0.9691278420242516,0.765038462122386,0.713427634878809,0.8228535700322112,0.7852009074840932,0.7802775580590299,0.7380756180767977,0.663101143317388,0.5982575059278663,0.7802775629386095,0.7380756229892724,0.00029815940691897306,55.08612608909607
75,0.3849952671772394,0.4491746180197772,0.9698341442988376,0.9657250198663357,0.7733621602096854,0.7587641896360956,0.8107747086954432,0.6539989007280448,0.7792631194942254,0.6858355537181096,0.6606267171451022,0.5415128183825869,0.7792631243960284,0.6858355585534469,0.00029712739942028293,55.16638422012329
76,0.3912940302338356,0.43758776959250956,0.9699293772379465,0.9622052136589407,0.7689166832935974,0.6543558732792685,0.7956998035759807,0.7739226376599972,0.760708704568084,0.6944780139551348,0.6413546162701327,0.554825103425249,0.760708709376326,0.6944780187853331,0.00029586930309945264,55.22971153259277
77,0.38523987585153335,0.4532623142004013,0.9707570198254615,0.9683974396948628,0.7674329017746161,0.8236828869273413,0.7922439383154346,0.6156814710591277,0.7656190068786679,0.6857486170412479,0.6425923265556023,0.54120745229392,0.765619011772038,0.6857486217577252,0.0002943870578498202,55.070098638534546
78,0.3676128232708344,0.40565527537289786,0.9714843187576593,0.9663141101014288,0.7675752259920329,0.6988331948596765,0.7962521535894541,0.7907828426542156,0.7691784399520117,0.7335228813757714,0.6480478533648129,0.5989687195527056,0.7691784448533926,0.7335228862854739,0.0002926829491861254,54.96707510948181
79,0.36749908347160387,0.4025058123995276,0.9724161196977571,0.9659384933172395,0.7669729020261481,0.6793708541034879,0.8287153241753282,0.8322530498287785,0.7819163108752938,0.7399452644916591,0.6682603613649142,0.6023930792437092,0.7819163157293776,0.7399452693690557,0.00029075960472041136,55.02710032463074
80,0.3714600816751138,0.4007827683406718,0.9714671281667762,0.9665443943995963,0.7697862985508349,0.6967892506418055,0.8075618061421407,0.8159490381272805,0.7724976097947323,0.7434904901268231,0.6547357119694625,0.6056019961211082,0.7724976146414452,0.7434904950282021,0.0002886199901104373,54.988938093185425
81,0.356958733441738,0.3900198033627342,0.9734780849554505,0.9711601406920096,0.7963857132274409,0.7408880545897841,0.8260977052785469,0.7933617741766734,0.8015940506040174,0.7574333998874793,0.6871664003905738,0.6216388386278688,0.8015940555216695,0.7574334048175049,0.00028626740448684966,55.15983319282532
82,0.3554109772428488,0.4316004453336491,0.9739248446929054,0.9692953147140111,0.8083940320472983,0.8198990018224048,0.8226425593178578,0.6400934616809953,0.8055870294571678,0.6994976469080909,0.6945407629800321,0.5628029455120672,0.8055870343664256,0.699497651649669,0.00028370547536616097,55.11345863342285
83,0.34760968415783,0.4047316339086084,0.9735655906872777,0.9693919724109032,0.7915191524073483,0.7865035475957374,0.8304677991096492,0.6941359215595754,0.7973473860611839,0.7262856390141091,0.6864223376457784,0.5823197213342255,0.7973473909246461,0.7262856439144318,0.0002809381530573832,55.0316321849823
84,0.36142100145419437,0.437901109457016,0.9718532195457953,0.9654400395411978,0.8057055825640748,0.7375048363307163,0.8168743123113694,0.6896686772744074,0.792294108662821,0.7014017966276342,0.6810255518765863,0.5651569496239929,0.7922941135071141,0.7014018015375467,0.0002779697045709368,55.11950755119324
85,0.3420511151735599,0.4167277067899704,0.9731437365213935,0.9632435405955503,0.77234909111026,0.6814675614022796,0.8122497055725585,0.7759245907967749,0.7751128669687758,0.7108554898576075,0.6592436750623615,0.5744559705421526,0.775112871810671,0.7108554947194919,0.0002748047070392305,55.23188257217407
86,0.32469243412980664,0.40102145864683036,0.9728934825994935,0.9677276237338104,0.7951024216366255,0.7336159331814031,0.8303539062654932,0.7336407419745301,0.7979436945768338,0.7245656039865364,0.6894141640302731,0.59145553881137,0.7979436994456524,0.7245656089147329,0.0002714480406590546,55.345765113830566
87,0.3118010660012563,0.3938610290779787,0.9754492441813056,0.9663538278317826,0.8075031136573877,0.7127065629277589,0.8453989808529724,0.7686456459367947,0.8222266154976791,0.7302673802611128,0.7112869431262399,0.5955227793835016,0.8222266204684207,0.7302673851826911,0.00026790488116667133,55.113919496536255
88,0.3344792136206077,0.3873964679591796,0.9736817922347538,0.97063980850518,0.7788933948216916,0.7594722014220324,0.8045566038303356,0.7270310878879223,0.7739624437842207,0.7290418151802767,0.6635810894131461,0.5961167379826814,0.7739624485719799,0.7290418200586879,0.00026418069185720465,55.173404693603516
89,0.2991165123306788,0.3627054025145138,0.9755982985863224,0.9688860388363016,0.7926654703049172,0.731916939934905,0.8382969779000563,0.796209263023361,0.8051140585578072,0.7501094788123022,0.6929359251337512,0.6127029367021191,0.8051140634681655,0.7501094837111252,0.000260281215160635,55.12795376777649
90,0.3036161651596045,0.3602448070750517,0.9724735846886173,0.9685822468177852,0.8004914260187005,0.7167740712313954,0.8288243915535682,0.7771858720043268,0.7984591729181129,0.7356487150156438,0.6856925555548883,0.599166909200627,0.7984591777850993,0.7356487199295013,0.00025621246378738883,55.255767583847046
91,0.29049856526156265,0.37732116264455456,0.9753623008727934,0.9702368343577573,0.7988918259899828,0.742841622965251,0.8385810345208113,0.7513380336961016,0.8105923938522205,0.7412967905836965,0.705224127066798,0.6052197533643342,0.8105923987566606,0.7412967955407265,0.0002519807114571748,55.398855209350586
92,0.29610253679446685,0.35922254797290354,0.9755716935182136,0.9717482959522828,0.8145419222096358,0.7472264188155202,0.8468283692934906,0.7790858872981155,0.8235994389890154,0.7522259637892907,0.7158921501759209,0.6153657995440002,0.8235994439385055,0.752225968708614,0.0002475924832253625,55.202346324920654
93,0.2767804493315709,0.3701801571775885,0.9769891836704258,0.9672760121962511,0.7988636869041891,0.7034090512641008,0.8398078658603509,0.7791770187186288,0.8080977824292762,0.7284567212537726,0.7017621020723415,0.5917817219027125,0.808097787318463,0.7284567261441511,0.00024305454542182013,55.464951038360596
94,0.2887809506784647,0.37596555404803333,0.9757120425884446,0.9705245074103769,0.8085482509355202,0.7701881165854554,0.855074450320885,0.7148366702728948,0.8237905840076214,0.7343420743989357,0.7186934804368895,0.6001578728768342,0.8237905889145233,0.7343420793367227,0.0002383738952177247,55.27825045585632
95,0.28208396899012417,0.3636231790570652,0.9762804324810228,0.968444506327302,0.8199822913040824,0.7277433668028952,0.8365976849320768,0.7642329398746812,0.8187517769604412,0.7357035446435164,0.7099627010271559,0.5996548040736198,0.8187517818860346,0.7357035495630062,0.00023355774983643048,55.024901390075684
